utterance,labels
ไม่ต้องตั้งนาฬิกาปลุกนาฬิกาปลุกในวันพรุ่งนี้,cancel_alarm
ยกเลิกนาฬิกาปลุกนี้,cancel_alarm
ตั้งนาฬิกาปลุกนาฬิกาปลุกสำหรับตอน7โมงเช้าพรุ่งนี้,set_alarm
ลบนาฬิกาปลุกทั้งหมดของฉัน,cancel_alarm
ยกเลิกนาฬิกาปลุกทั้งหมด,cancel_alarm
ปิดนาฬิกาปลุก,cancel_alarm
ยกเลิกนาฬิกาปลุกทั้งหมด,cancel_alarm
นาฬิกาปลุกครั้งต่อไปเมื่อไหร่,show_alarms
เลื่อนนาฬิกาปลุก,snooze_alarm
ยกเลิกนาฬิกาปลุก,cancel_alarm
ฉันต้องตื่นตอน 7 โมงเช้า ตั้งนาฬิกาปลุกนาฬิกาปลุก,set_alarm
ปิดนาฬิกาปลุกครั้งต่อไปของฉัน,cancel_alarm
เปิดนาฬิกาปลุกครั้งที่แล้,set_alarm
ปิดนาฬิกาปลุกในวันอาทิตย์,cancel_alarm
เปลี่ยนวันของนาฬิกาปลุกเช้า,modify_alarm
ลบนาฬิกาปลุกทั้งหมด,cancel_alarm
ยกเลิกนาฬิกาปลุกเมื่อวันเสาร์,cancel_alarm
แสดงนาฬิกาปลุกทั้งหมดของฉัน,show_alarms
หยุดนาฬิกาปลุก,cancel_alarm
เหลือเวลาในนาฬิกาปลุกอีกเท่าไหร่,time_left_on_alarm
ลบนาฬิกาปลุก,cancel_alarm
ฉันเหลือเวลาในนาฬิกาปลุกอีกเท่าไหร่ที่ตั้งนาฬิกาปลุกไว้,time_left_on_alarm
ยกเลิกนาฬิกาปลุกวันอาทิตย์,cancel_alarm
เวลาที่เหลือในนาฬิกาปลุกของฉัน,time_left_on_alarm
หยุดนาฬิกาปลุก,cancel_alarm
ช่วยยกเลิกนาฬิกาปลุกทั้งหมดได้หรือไม่?,cancel_alarm
เริ่มปลุกเวลาหกโมงเย็น,set_alarm
ลบนาฬิกาปลุก 3 นาฬิกาของฉัน,cancel_alarm
เปลี่ยนนาฬิกาปลุกของฉันเป็น 6:00 น,modify_alarm
ปิดการเตือน,cancel_alarm
ปิดเสียงปลุก,cancel_alarm
ยกเลิกนาฬิกาปลุกครั้งล่าสุด,cancel_alarm
นาฬิกาปลุกทุกชั่วโมงเป็นเวลา 24 ชั่วโมง,set_alarm
ลบนาฬิกาปลุกทั้งหมด,cancel_alarm
ยกเลิกนาฬิกาปลุกทั้งหมด,cancel_alarm
เลื่อนนาฬิกาปลุก,snooze_alarm
ลบนาฬิกาปลุกทั้งหมด,cancel_alarm
ลบนาฬิกาปลุก 8 นาฬิกา,cancel_alarm
อีกนานแค่ไหนนาฬิกาปลุกจะดัง,time_left_on_alarm
ลบนาฬิกาปลุกทั้งหมดในวันอาทิตย์,cancel_alarm
เลื่อนนาฬิกาปลุก,snooze_alarm
ปิดนาฬิกาปลุกของฉัน,cancel_alarm
ยกเลิกนาฬิกาปลุกของฉันทั้งหมด,cancel_alarm
โปรดเลื่อนไปอีก 10 นาที,snooze_alarm
โปรดปิดนาฬิกาปลุกของฉัน,cancel_alarm
ยกเลิกนาฬิกาปลุกในวันพรุ่งนี้,cancel_alarm
ปิดนาฬิกาปลุก,cancel_alarm
ยกเลิกนาฬิกาปลุกในวันพรุ่งนี้เวลา 12.00 น,cancel_alarm
ลบนาฬิกาปลุกทั้งหมดของฉัน,cancel_alarm
ยกเลิกนาฬิกาปลุก 5 นาฬิกา,cancel_alarm
ลบนาฬิกาปลุกทั้งหมดของฉัน,cancel_alarm
ปิดนาฬิกาปลุกในวันพรุ่งนี้,cancel_alarm
ลบนาฬิกาปลุกของฉัน,cancel_alarm
เปลี่ยนนาฬิกาปลุก,modify_alarm
เหลือเวลาอีกเท่าไหร่ในนาฬิกาปลุก,time_left_on_alarm
ปิดนาฬิกาปลุกทั้งหมดสำหรับวันพรุ่งนี้,cancel_alarm
แสดงนาฬิกาปลุกทั้งหมดของฉัน,show_alarms
ลบนาฬิกาปลุก,cancel_alarm
ตั้งนาฬิกาปลุกค่าการเลื่อนปลุกเป็นเวลา 7 นาที,snooze_alarm
ปิดเสียงปลุกครั้งต่อไปของฉัน,cancel_alarm
ปิดนาฬิกาปลุกของฉัน,cancel_alarm
ให้ยกเลิกนาฬิกาปลุกตอนเช้าทั้งหมด,cancel_alarm
แสดงนาฬิกาปลุกทั้งหมด,show_alarms
นาฬิกาปลุกของฉัน,set_alarm
เตือนฉันให้ไปพบกับ Toni 9 โมงเช้าในวันพรุ่งนี้,set_reminder
เตือนฉันให้ออกไปทำงานในอีก 30 นาที,set_reminder
ตั้งการเตือนความจำใหม่เพื่อโทรติดต่อแพทย์เร็วๆนี้,set_reminder
ตั้งการเตือนความจำให้ซื้อยาสีฟัน,set_reminder
ตั้งการเตือนความจำเพื่อตรวจสอบที่จอดรถ,set_reminder
เตือนฉันให้ปิดเตาเวลา 6 โมงเย็น,set_reminder
เตือนฉันให้ซื้อขนมปังที่ร้านค้าในวันพรุ่งนี้,set_reminder
ตั้งการเตือนความจำสำหรับวันหยุดสุดสัปดาห์นี้เพื่อซื้อสมุดวางแผน,set_reminder
เตือนฉันให้หยุดแวะที่ร้านขายของชำระหว่างเดินทางกลับบ้าน,set_reminder
เตือนฉันให้ไปรับดอกกุหลาบ,set_reminder
เตือนฉันให้ซื้อขนมปังหลังเลิกงาน,set_reminder
เตือนฉันให้ซื้ออาหารค่ำคืนนี้,set_reminder
เตือนฉันให้ซื้ออาหารสุนัขในวันพรุ่งนี้,set_reminder
แสดงการเตือนความจำทั้งหมดของฉัน,show_reminders
ตั้งเตือนความจำใหม่สำหรับการประชุมทางธุรกิจเวลาบ่าย 2 โมง,set_reminder
เตือนฉันให้ถอนเงินค่าธรรมเนียมการเลี้ยงสุนัข,set_reminder
เตือนฉันให้โทรหาอีริน,set_reminder
เตือนฉันให้ซื้อกระดาษชำระวันนี้,set_reminder
ฉันต้องการให้คุณตั้งเตือนความจำสำหรับ 6 โมงเย็น,set_reminder
ฉันจำเป็นต้องรู้เกี่ยวกับการเตือนความจำทั้งหมดของฉันสำหรับพรุ่งนี้เช้า,show_reminders
แสดงการเตือนความจำของฉัน,show_reminders
เตือนให้ฉันตั้งนาฬิกาปลุก 6 โมงเช้า,set_reminder
"ยกเลิกการเตือนความจำของฉัน, ฉันได้ทำอย่างนั้นแล้ว",cancel_reminder
เตือนฉันให้กินอาหารกลางวัน,set_reminder
แสดงการเตือนความจำวันนี้ของฉัน,show_reminders
ฉันจำเป็นต้องได้รับการเตือนให้ซื้อหนังสือเรียนในวันศุกร์เวลาเที่ยง,set_reminder
เตือนให้ฉันไปรับยาของแม่,set_reminder
คุณช่วยเตือนฉันตารางการฝึกเด็กผู้หญิงได้ไหม?,set_reminder
เตือนฉันให้เอาขยะออกคืนนี้,set_reminder
เตือนฉันให้แวะไปเอาอาหารแมวคืนนี้,set_reminder
เตือนฉันให้อวยพรวันเกิดเรเชลพรุ่งนี้,set_reminder
เตือนให้ฉันไปรับลูกที่เวลา 5 โมงเย็น,set_reminder
เตือนฉันให้อาหารแมวตอน7โมงเช้า,set_reminder
การเตือนความจำของฉันคืออะไร?,show_reminders
ตั้งเตือนความจำให้นำถังขยะออกเมื่อกลับถึงบ้าน,set_reminder
เตือนฉันให้ซื้อขนมปัง,set_reminder
ปิดเตือนความจำทั้งหมดสำหรับวันนี้,cancel_reminder
โปรดยกเลิกเตือนความจำทั้งหมด,cancel_reminder
ตั้งเตือนความจำซื้ออุปกรณ์การเรียน,set_reminder
ตั้งเตือนความจำให้ล้างสีผมออก,set_reminder
เตือนฉันว่าฉันต้องการน้ำมันงาเพิ่ม,set_reminder
เตือนให้ฉันไปหาหมอฟันในวันจันทร์ถัดไป,set_reminder
เตือนฉันเกี่ยวกับวันเกิดของแม่,show_reminders
ลบการเตือนความจำทั้งหมดสำหรับวันอาทิตย์,cancel_reminder
เตือนฉันให้หยุดทานอาหารเย็น,set_reminder
เตือนฉันให้เปลี่ยนเสื้อผ้าที่ซักผ้าภายในครึ่งชั่วโมง,set_reminder
เตือนฉันให้ไปหาหมอพรุ่งนี้,set_reminder
ล้างเตือนความจำทั้งหมด,cancel_reminder
ให้เตือนความจำฉันใหม่,set_reminder
ยกเลิกเตือนความจำทั้งหมด,cancel_reminder
ยกเลิกเตือนความจำทั้งหมด,cancel_reminder
เตือนฉันไปจ่ายตลาดวันจันทร์ตอน 3 โมงเย็น,set_reminder
เตือนให้ฉันไปซื้ออาหารสุนัขวันที่ 1 ของแต่ละเดือน,set_reminder
แสดงเฉพาะเตือนความจำสำหรับวันนี้,show_reminders
เตือนฉันหนึ่งวันก่อนวันเกิดของ alekss,set_reminder
เตือนฉันทุกๆ 5 นาที,set_reminder
เตือนฉันให้ซื้อของชำ,set_reminder
เตือนฉันให้ซื้อไข่จากร้านขายของชำเวลา 6 โมงเย็น,set_reminder
ยกเลิกเตือนความจำพบแพทย์ตอน บ่าย2 ในวันพฤหัสบดี,cancel_reminder
เตือนฉันให้นัดตัดผมแม่วันอังคาร,set_reminder
เตือนฉันให้โทรไปที่ร้านทำเล็บวันพรุ่งนี้,set_reminder
เตือนฉันให้โทรหาแม่,set_reminder
เตือนฉันพรุ่งนี้โทรหา แอนเดรีย,set_reminder
แสดงเตือนความจำทั้งหมดที่ใช้งานอยู่,show_reminders
ยกเลิกเตือนความจำของฉัน,cancel_reminder
เตือนฉันให้ส่งพัสดุไปให้เธอ,set_reminder
ตั้งเตือนความจำให้ไปที่ร้านค้าตอน 8 โมงเช้า,set_reminder
แสดงเตือนความจำทั้งหมดของฉันสำหรับวันนี้,show_reminders
เตือนฉันให้พาสุนัขไปหาสัตว์แพทย์เมื่อเวลาบ่าย 3 โมง,set_reminder
เพิ่มการเตือนความจำ,set_reminder
ยกเลิกการเตือนความจำเพื่อซื้อนม,cancel_reminder
เตือนฉันให้ทำ sofrito เพิ่ม,set_reminder
แสดงให้ฉันเห็นเตือนความจำของฉัน,show_reminders
เตือนฉันให้ทำชาเย็น,set_reminder
เตือนฉันให้ล็อกประตูหน้าบ้านทุกคืน,set_reminder
ตั้งเตือนความจำให้โทรหา Lance เวลา 6 โมงเย็น,set_reminder
ปิดตั้งเตือนความจำ,cancel_reminder
เตือนฉันให้ซื้อดอกไม้สำหรับวันเกิดของครู Andrew,set_reminder
โปรดเตือนฉันตอนเช้าวันศุกร์เพื่อเติมใบสั่งยาของฉัน,set_reminder
เตือนฉันให้จ่ายค่าไฟของฉัน,set_reminder
โปรดเปิดการเตือนความจำของฉัน,show_reminders
เตือนฉันเพื่อหาว่าธัญพืชประเภทใดที่เด็กต้องการจากร้านค้า,set_reminder
เตือนให้ฉันไปรับเด็กหลังเลิกเรียน,set_reminder
แสดงเตือนความจำสำหรับฉัน,show_reminders
แสดงเตือนความจำทั้งหมด,show_reminders
เตือนฉันให้เอาไก่ออกละลายพรุ่งนี้เช้า,set_reminder
ตั้งเตือนความจำเพื่อไปยังร้านซักแห้ง,set_reminder
ยกเลิกเตือนความจำโทรหามิลลี่,cancel_reminder
เตือนฉันให้อาบน้ำสุนัข,set_reminder
เตือนฉันให้กินยาของฉันคืนนี้ตอน 6โมงเย็น,set_reminder
แสดงเตือนความจำของฉันวันนี้,show_reminders
ดูการเตือนความจำ,show_reminders
เตือนฉันให้ไปรับเด็กๆ หลังเลิกเรียน,set_reminder
ยกเลิกเตือนความจำของฉันเพื่อโทรกลับหา ทิมมี่,cancel_reminder
ลบรายการเตือนความจำของฉันเมื่อปีที่แล้ว,cancel_reminder
เพิ่มการเตือนความจำเพื่ออวยพรวันเกิดให้เจนในวันพรุ่งนี้,set_reminder
ยกเลิกการเตือนความจำทั้งหมดสำหรับวันพรุ่งนี้,cancel_reminder
เตือนให้ฉันไปที่ห้างในวันพรุ่งนี้,set_reminder
เพิ่มเตือนความจำเพื่อเปลี่ยนน้ำมันของฉัน,set_reminder
ฉันมีเตือนความจำอะไรบ้างสำหรับวันพรุ่งนี้?,show_reminders
เตือนฉันให้โทรหาแม่สองทุ่มคืนนี้,set_reminder
เตือนความจำของฉันสำหรับวันนี้คืออะไร?,show_reminders
เตือนฉันให้ส่งจดหมาย,set_reminder
แสดงการเตือนความจำเมื่อสัปดาห์ที่แล้วให้ฉันดูหน่อย,show_reminders
คุณมีการเตือนความจำสำหรับฉันไหม,show_reminders
เตือนฉันให้ซื้อไข่เมื่อฉันไปที่ร้านค้าวันศุกร์,set_reminder
เตือนฉันให้ส่งอีเมลถึงพ่อ,set_reminder
ยกเลิกการเตือนความจำเพื่อซื้ออาหารสุนัข,cancel_reminder
ตั้งเตือนความจำสำหรับการนัดสัตวแพทย์ตอน 6โมงเย็น,set_reminder
ยกเลิกเตือนความจำการซ้อมฟุตบอล,cancel_reminder
แสดงการเตือนความจำในวันพรุ่งนี้,show_reminders
ลบการเตือนความจำ,cancel_reminder
โปรดยกเลิกเตือนความจำทั้งหมด,cancel_reminder
เตือนฉันให้หยุดแวะร้านขายของชำในวันอังคาร,set_reminder
ปิดการเตือนความจำทั้งหมดสำหรับวันนี้,cancel_reminder
แสดงเตือนความจำ,show_reminders
เตือนฉันให้นำวัวเข้าในคืนนี้เวลาสามทุ่ม,set_reminder
เตือนฉันให้โทรหา หมอโจนส์,set_reminder
การเตือนความจำล่าสุดของฉันคืออะไร,show_reminders
แสดงเตือนความจำของฉัน,show_reminders
ตั้งการเตือนความจำวันที่ 14 สิงหาคม,set_reminder
ลบเตือนความจำพบแพทย์ของฉันสำหรับวันพรุ่งนี้,cancel_reminder
ฉันต้องการเตือนความจำที่จะกินอาหารกลางวันพรุ่งนี้เวลา 9 โมงเช้า,set_reminder
ยกเลิกเตือนความจำของฉันสำหรับการประชุมในวันเสาร์,cancel_reminder
เตือนฉันให้นำรถไปเปลี่ยนน้ำมันเครื่อง,set_reminder
เตือนฉันให้ออนไลน์ในวันที่ 25 สิงหาคมเพื่อรับตารางเรียนของลูกสาว,set_reminder
ยกเลิกเตือนความจำ,cancel_reminder
ยกเลิกการเตือนความจำเพื่อเข้าร่วมการประชุมดังกล่าว,cancel_reminder
ตั้งเตือนความจำให้นำถังขยะออกในวันพฤหัสบดี,set_reminder
การเตือนความจำใหม่,set_reminder
ตั้งเตือนความจำเพื่อไปรับของชำเวลา 5 โมงเย็น,set_reminder
ยกเลิกเตือนความจำของฉัน,cancel_reminder
เตือนฉันให้เอานมในสิบนาที,set_reminder
แสดงการเตือนความจำในวันพรุ่งนี้ให้ฉันดูหน่อย,show_reminders
ฉันมีเตือนความจำในวันนี้หรือไม่?,show_reminders
เหลือเวลาเท่าไหร่สำหรับเตือนความจำครั้งต่อไปต่อไป?,show_reminders
เตือนฉันให้เพิ่มน้ำดื่มบรรจุขวดลงในรายการของชำ,set_reminder
แสดงเตือนความจำของฉัน,show_reminders
ยกเลิกเตือนความจำทั้งหมด,cancel_reminder
เตือนให้ฉันทำรายงานของฉันทุกๆวันจันทร์,set_reminder
"เพิ่มเตือนความจำเพื่อดู ""Power""",set_reminder
ยกเลิกการเตือนความจำของฉันเพื่อไปที่ร้านขายของชำ,cancel_reminder
เตือนให้ฉันไปรับรถจากช่างซ่อมพรุ่งนี้เวลา 4 โมงเย็น,set_reminder
อ่านข้อความการเตือนความจำทั้งหมดของฉันให้ฉันหน่อย,show_reminders
ตั้งเตือนความจำให้เช็คอินออนไลน์,set_reminder
เตือนฉันให้นำถังขยะออกคืนวันอังคาร,set_reminder
ยกเลิกเตือนความจำในวันพรุ่งนี้เพื่อตั้งค่าเครื่องบันทึกภาพ,cancel_reminder
เตือนฉันให้ปิดเตาอบภายใน 15 นาที,set_reminder
เตือนฉันให้ล็อกประตูเมื่อออกจากบ้าน,set_reminder
เตือนฉันให้ซื้อสบู่ที่ร้านค้าคืนนี้,set_reminder
คุณสามารถยกเลิกเตือนความจำทั้งหมดของฉันได้หรือไม่?,cancel_reminder
เตือนฉันให้เตือนพ่อให้ไปรับ Fin,set_reminder
เตือนฉันให้นัดหมายแพทย์ในเดือนหน้า,set_reminder
ฉันไม่จำเป็นต้องซื้อไข่จากร้านขายของชำคุณสามารถยกเลิกเตือนความจำนั้นได้,cancel_reminder
เพิ่มเตือนความจำเพื่อซื้อหัวหอม,set_reminder
แสดงเตือนความจำคืนนี้,show_reminders
เพิ่มเตือนความจำเพื่อซื้อหัวหอม,set_reminder
เตือนให้ฉันจัดตารางนัดเวลาพบแพทย์,set_reminder
เตือนฉันให้โทรหา Amy 5 โมงเย็น,set_reminder
ยกเลิกการเตือนความจำเพื่อไปรับซูซานเวลาบ่าย 4 โมงในวันนี้,cancel_reminder
เตือนฉันให้จ่ายค่าเช่าคืนนี้เวลา 5 โมงเย็น,set_reminder
เตือนฉันไปรับเด็กๆตอนบ่าย2,set_reminder
แสดงเตือนความจำปัจจุบันทั้งหมดของฉัน,show_reminders
เตือนฉันให้ตรวจสอบตารางเวลาของฉันของเดือนถัดไป,set_reminder
ยกเลิกเตือนความจำทั้งหมด,cancel_reminder
ปิดเตือนความจำทั้งหมดสำหรับสุดสัปดาห์นี้,cancel_reminder
เตือนฉันให้ซื้อของขวัญวันเกิด,set_reminder
เตือนฉันให้หยุดแวะที่ร้านค้าก่อนที่ฉันจะกลับบ้าน,set_reminder
การเตือนความจำอะไรที่ตั้งไว้,show_reminders
เตือนฉันการนัดหมายทั้งหมด,set_reminder
เตือนฉันให้โทรหาคุณแม่,set_reminder
แสดงการเตือนความจำทั้งหมดของฉันในวันนี้,show_reminders
ยกเลิกการเตือนความจำเพื่อซื้อดอกไม้ระหว่างทางกลับบ้าน,cancel_reminder
ฉันต้องการให้คุณเตือนฉันให้ซื้อพริกไทย,set_reminder
เตือนฉันให้โทรหาคุณแม่,set_reminder
ฉันต้องการให้คุณเตือนฉันให้ไปรับ Mary จากการปฏิบัติ,set_reminder
เตือนให้ฉันไปรับขนมปังและนม,set_reminder
เตือนให้ฉันโทรหา Jason,set_reminder
ลบเตือนความจำเพื่อเปลี่ยนไส้กรองอากาศ,cancel_reminder
ลบการเตือนความจำทั้งหมด,cancel_reminder
ตั้งเตือนความจำสำหรับฟุตบอลในวันเสาร์,set_reminder
เตือนฉันให้ไปรับ Fran จากสนามบินเวลาสามทุ่มคืนนี้,set_reminder
ลบการเตือนความจำเพื่อซื้อตั๋ว,cancel_reminder
ตั้งเตือนความจำให้โทรหาโรงเรียนของฉันในวันจันทร์เวลาบ่าย 4 โมง,set_reminder
ปิดเตือนความจำเพื่อไปรับเด็กหลังเลิกเรียน,cancel_reminder
ตั้งเตือนความจำให้ซื้อดอกไม้เวลาบ่าย 3 โมง,set_reminder
เพิ่มการเตือนความจำเพื่อไปรับ ava เวลา 5:30 พรุ่งนี้,set_reminder
ยกเลิกเตือนความจำเพื่อซื้อไข่,cancel_reminder
"เตือนฉันเรื่อง ""Packing for Trip"" ในวันที่ 14",set_reminder
เตือนฉันให้ซื้อรองเท้าเทนนิสในวันพรุ่งนี้,set_reminder
ลบการเตือนความจำเพื่อไปซื้อไข่,cancel_reminder
เตือนฉันให้ไปรับอุปกรณ์ของงานเลี้ยง,set_reminder
แสดงการเตือนความจำทั้งหมดของฉัน,show_reminders
แสดงการเตือนความจำของฉันในวันพรุ่งนี้,show_reminders
เตือนฉันไปซื้อครีมล้างหน้า,set_reminder
แสดงการเตือนความจำครั้งสุดท้ายของฉัน,show_reminders
มีการเตือนความจำตั้งไว้สำหรับวันนี้มั๊ย?,show_reminders
เตือนฉันให้โทรหาแม่ของฉัน,set_reminder
เตือนให้ฉันไปประชุมพนักงานเวลา 8 โมงเช้า,set_reminder
บอกฉันการเตือนความจำปัจจุบันของฉัน,show_reminders
เตือนฉันให้โทรหา Cristina ในวันอังคาร,set_reminder
เตือนฉันให้โทรหาห้องสมุด,set_reminder
แสดงการเตือนความจำทั้งหมด,show_reminders
เตือนฉันให้อาหารสุนัขในตอนเช้า,set_reminder
ตั้งค่าเตือนความจำเป็นเวลา 1 ชั่วโมง,set_reminder
เตือนฉันให้ตั้งปลุกก่อนนอน,set_reminder
เตือนความจำของฉันคืออะไร?,show_reminders
เตือนฉันให้ตรวจสอบรายการของฉันเมื่อฉันอยู่ที่ร้านขายของชำ,set_reminder
อะไรคือเตือนความจำทั้งหมดของฉัน,show_reminders
ฉันมีเตือนความจำที่ใช้งานหรือไม่?,show_reminders
ตั้งค่าเตือนความจำให้ซื้อของขวัญวันเกิดให้คุณยาย,set_reminder
โปรดเตือนฉันให้ไปที่ที่ทำการไปรษณีย์พรุ่งนี้,set_reminder
แสดงเตือนความจำของฉัน,show_reminders
ลบเตือนความจำนี้,cancel_reminder
เตือนความจำของฉันคืออะไร?,show_reminders
เตือนฉันให้จ่ายค่าเคเบิลในวันพรุ่งนี้ 12:00 น,set_reminder
เตือนฉันให้ซื้อครอกคิตตี้ใหม่ทุกๆ 2 สัปดาห์,set_reminder
ฉันจะมีเตือนความจำอะไรบ้าง,show_reminders
ลบเตือนความจำเพื่อซื้อนมอัลมอนด์,cancel_reminder
ลบเตือนความจำทั้งหมด,cancel_reminder
เตือนฉันให้ได้เช็คที่ว่างเปล่า,set_reminder
ให้ฉันเห็นเตือนความจำของฉันโปรด,show_reminders
เตือนให้ฉันโทรหาหมอฟันวันพรุ่งนี้เวลา 10.00 น,set_reminder
ตั้งค่าเตือนความจำเพื่อไปที่สโตร์,set_reminder
ลบเตือนความจำทั้งหมด,cancel_reminder
เตือนฉันให้ซื้ออุปกรณ์การเรียนในวันพุธ,set_reminder
เตือนฉันให้ซื้อเค้กคืนนี้,set_reminder
แสดงเตือนความจำครั้งสุดท้ายของฉัน,show_reminders
แสดงเตือนความจำความจำของฉันในวันพุธ,show_reminders
ช่วยฉันยกเลิกเตือนความจำความจำปาร์ตี้,cancel_reminder
ยกเลิกเตือนความจำทั้งหมดสำหรับวันนี้,cancel_reminder
เตือนฉันให้โทรหาพี่ชายของฉัน,set_reminder
เตือนฉันให้รับผ้าเช็ดตัวที่ร้านในวันพรุ่งนี้,set_reminder
เตือนฉันให้ซื้อเนื้อบดที่ร้านขายของชำ,set_reminder
แสดงเตือนความจำของฉัน,show_reminders
ทำซ้ำเตือนความจำทุกวัน,set_reminder
ยกเลิกเตือนความจำของฉันให้ส่งข้อความหาพ่อ,cancel_reminder
ยกเลิกเตือนความจำทั้งหมดสำหรับวันศุกร์,cancel_reminder
เตือนฉันให้ซื้อนมถั่วเหลือง,set_reminder
ปิดเตือนความจำทั้งหมด,cancel_reminder
เตือนฉันให้โกนขนขาของฉันในวันนี้เวลา 11.00 น,set_reminder
เตือนให้ฉันไปพบแพทย์เวลา 7โมงเช้า,set_reminder
ยกเลิกเตือนความจำให้ซื้อกระดาษชำระ,cancel_reminder
เตือนฉันว่า Food Lion มีวันคูปองคู่วันที่ 31 สิงหาคม,set_reminder
เตือนฉันให้ไปสอบในวันพฤหัสบดีถัดไป,set_reminder
ลบเตือนความจำสำหรับวันพรุ่งนี้เวลา 5 โมงเย็น,cancel_reminder
วันนี้มีเตือนความจำอะไรบ้าง,show_reminders
ยกเลิกเตือนความจำ 6:00 น,cancel_reminder
ยกเลิกเตือนความจำของฉัน,cancel_reminder
เตือนให้ฉันไปหาชุดสำหรับงานแต่งงานในวันศุกร์,set_reminder
โปรดแสดงเตือนความจำความจำทั้งหมด,show_reminders
ตั้งเตือนความจำให้ซื้อขนมปังในวันพรุ่งนี้,set_reminder
แสดงเตือนความจำ,show_reminders
ฉันมีเตือนความจำกี่อันที่ตั้งไว้,show_reminders
เตือนฉันให้ยื่นภาษี,set_reminder
โปรดสร้างเตือนความจำสำหรับการประชุมของฉันในวันศุกร์,set_reminder
แสดงเตือนความจำของฉัน,show_reminders
เตือนความจำสำหรับวันพรุ่งนี้คืออะไร?,show_reminders
ลบเตือนความจำ,cancel_reminder
ยกเลิกเตือนความจำครั้งล่าสุด,cancel_reminder
เตือนฉันให้รับใบสั่งยา,set_reminder
ตั้งเตือนความจำเพื่อทำความสะอาดห้องครัว,set_reminder
สิ้นสุดเตือนความจำโปรดลบ,cancel_reminder
เตือนฉันให้เอาเสื้อผ้าใส่เครื่องอบแห้ง,set_reminder
เตือนฉันให้พาหมาไปเดินในตอนเช้า,set_reminder
เตือนฉันให้ไปเอาดอกกุหลาบ,set_reminder
เตือนฉันให้กินยาทุก 12 ชั่วโมงนับจากนี้,set_reminder
ปิดเตือนความจำ,cancel_reminder
ยกเลิกเตือนความจำ,cancel_reminder
ลบเตือนความจำ,cancel_reminder
ตั้งค่าเตือนความจำสำหรับกลุ่มการเล่นในวันอังคาร,set_reminder
ยกเลิกเตือนความจำที่จะสั่งพิซซ่า,cancel_reminder
เตือนฉันให้ไปร้านขายของชำพรุ่งนี้,set_reminder
แสดงเตือนความจำสำหรับวันเสาร์,show_reminders
แสดงรายการเตือนความจำ,show_reminders
แสดงเตือนความจำของฉัน,show_reminders
เตือนฉันให้ส่งการบ้านของฉันตอนเที่ยงวันพฤหัสบดี,set_reminder
เตือนฉันให้ดูขนาดรองเท้าของ Finn และสั่งรองเท้าใหม่ให้เขา,set_reminder
เตือนให้ฉันเอาถังขยะคืนนี้ก่อนนอน,set_reminder
ยกเลิกเตือนความจำทั้งหมด,cancel_reminder
ตั้งเตือนความจำให้ไปที่คลีนเนอร์ในวันพรุ่งนี้,set_reminder
เตือนฉันให้ส่งซองจดหมายลงในที่ทำการไปรษณีย์,set_reminder
ตั้งเตือนความจำโทรหาแม่วันนี้,set_reminder
แสดงเตือนความจำทั้งหมดสำหรับวันอังคาร,show_reminders
เตือนฉันให้ซื้อของขวัญสำหรับวันแม่,set_reminder
แสดงเตือนความจำของฉันสำหรับเดือนตุลาคม,show_reminders
เตือนฉันให้โทรหาคุณยาย,set_reminder
ลบเตือนความจำล่าสุดของฉัน,cancel_reminder
ยกเลิกเตือนความจำให้นัดหมอเพื่อพรุ่งนี้,cancel_reminder
เตือนให้ฉันไปร้านซักแห้งก่อนที่พวกเขาปิด,set_reminder
เตือนฉันให้ซื้อผ้าอ้อมกันระหว่างทางกลับบ้าน,set_reminder
เตือนฉันให้ซื้อขนมปัง,set_reminder
เตือนฉันถึงวันเกิดของเพื่อน 8 พฤษภาคม,set_reminder
โชว์ฉันรายการเตือนความจำ,show_reminders
ฉันมีเตือนความจำกี่อันวันนี้,show_reminders
เตือนให้ฉันไปร้านซักแห้งในวันศุกร์เวลา 9.00 น,set_reminder
เตือนให้ฉันซื้ออาหารสุนัขคืนนี้,set_reminder
แสดงเตือนความจำของฉัน,show_reminders
แสดงเตือนความจำทั้งหมดของฉัน,show_reminders
มีเตือนความจำสำหรับฉันไหม,show_reminders
เตือนฉันให้ปิดเตาอบ,set_reminder
ฉันมีเตือนความจำในวันพรุ่งนี้มั้ย?,show_reminders
ลบเตือนความจำเพื่อซื้อของชำ,cancel_reminder
เตือนฉันใหเอาต้นไม้ไปให้แม่ที่บ้านของแม่,set_reminder
เตือนฉันให้ทำรายการของชำคืนนี้,set_reminder
ตั้งค่าเตือนความจำแพทย์สายตาเป็นวันที่ 25,set_reminder
เตือนฉันให้หยุดที่ร้านระหว่างทางกลับบ้านคืนนี้,set_reminder
เตือนฉันให้โทรหาพ่อในวันเกิดของเขา,set_reminder
เตือนความจำของฉันมีอะไรบ้าง,show_reminders
ตั้งเตือนความจำ,set_reminder
แสดงเตือนความจำความจำสำหรับวันพฤหัสบดี,show_reminders
เตือนความจำความจำของฉันเสร็จสิ้นแล้วโปรดลบทิ้ง,cancel_reminder
อ่านเตือนความจำทั้งหมด,show_reminders
ตั้งค่าเตือนความจำเพื่อรับเด็กจากชั้นเรียนเต้นรำ,set_reminder
เตือนฉันให้กินแคลเซียมในเวลา 22.00 น,set_reminder
