utterance,labels
Configurar un recordatorio para solicitar vacaciones mañana a las 9,set_reminder
Cancelar todos los recordatorios,cancel_reminder
Configurar un recordatorio para este fin de semana para comprar un planificador,set_reminder
Cancelar el recordatorio con mi hermano mañana en la tarde,cancel_reminder
Recuérdame enviar a Jenny una carta de felicitación,set_reminder
Cancelar mi recordatorio para pasear el perro,cancel_reminder
Mostrar mis recordatorios para mañana,show_reminders
Mostrar mis recordatorios,show_reminders
Recuérdame cortar rosas,set_reminder
Por favor configurar un recordatorio para el programa de los viernes de escuela,set_reminder
Recuérdame comprar mantequilla en la tienda esta noche,set_reminder
Recuérdame llamar al dentista,set_reminder
Mostrar todos los recordatorios para hoy,show_reminders
Recuérdame tomar mis medicamentos a las 07:00 am,set_reminder
Recuérdame ir por baterias,set_reminder
Recuérdame en una hora para poner el asado en el horno,set_reminder
Por favor eliminar mis recordatorios de hoy,cancel_reminder
Recuérdame esto tengo clases al mediodía,set_reminder
Recuérdame comprar tinta de impresora en Best Buy,set_reminder
Recuérdame ver Dateline esta noche a las 9,set_reminder
Mostrar todos mis recordatorios,show_reminders
Recuérdame comenzar a cena a las 4pm,set_reminder
Configurar recordatorio para la fiesta de cumpleaños de Jessica,set_reminder
Recuérdame comenzar el guiso a la 1,set_reminder
Recuérdame visitar al doctor a las 9am mañana,set_reminder
Eliminar mis recordatorios,cancel_reminder
A que hora es mi recordatorio programado para pagar la hipoteca?,show_reminders
Recuérdame comprar flores para el cumpleaños de la maestra de Andrew,set_reminder
Qué recordatorios me quedan?,show_reminders
Cancelar mi recordatorio para el sábado Fecha Noche,cancel_reminder
Recuérdame llamar a Erin,set_reminder
Agregar un recordatorio para comprar un presente de cumpleaños para papá el día 5 de junio,set_reminder
Recuérdame llamar para reprogramar la cita de mi médico más tarde,set_reminder
Recuérdame ir por huevos mañana,set_reminder
Recuérdame comprar brócoli esta tarde para la cena,set_reminder
Recuérdame recoger a los niños a las tres,set_reminder
Recuérdame comprar leche cuando vaya al Food Lion más tarde,set_reminder
Cancelar la cita del doctor a las 7 en punto,cancel_reminder
Recuérdame comprar el gas antes de ir al trabajo por favor ,set_reminder
Recuérdame ir a la oficina de correo despues del trabajo,set_reminder
Recuérdame activar mi tarjeta de crédito ,set_reminder
Recuérdame que pague el pago de mi automóvil mañana,set_reminder
Qué recordatorios tengo para hoy?,show_reminders
Visualizar recordatorio para mi,show_reminders
Establecer un recordatorio para ir al banco el lunes,set_reminder
Recuérdame poner el pan en el horno en una hora ,set_reminder
Recuérdame pagar el seguro del carro mañana ,set_reminder
Eliminar este último recordatorio,cancel_reminder
Recuérdame para cancelar la cita para mañana en la mañana,set_reminder
Mostrar mis recordatorios ,show_reminders
Cancelar todos los recordatorios ,cancel_reminder
Qué recordatorios tengo hoy ,show_reminders
Recuérdame bañar al perro,set_reminder
Recuérdame tomar mis pastillas esta noche a las 6,set_reminder
Borrar todos los recordatorios de hoy ,cancel_reminder
Cancelar mi recordatorio del gimnasio de este viernes ,cancel_reminder
Trae todos mis recordatorios de esta semana ,show_reminders
Cancelar mi recordatorio para devolver la llamada a Timmy,cancel_reminder
Muestrame todos mis recordatorios,show_reminders
Eliminar mi lista de recordatorios del años pasado,cancel_reminder
"Hey, dónde está mi recordatorio ",show_reminders
Puedes recordarme llevar el carro al mecánico mañana a las 8am ,set_reminder
"Recuérdame esto ""Tengo una cita para el doctor el próximo viernes a las 8am",set_reminder
"Cancelar mi recordatorio, ya lo hice.",cancel_reminder
Muéstrame los recordatorios de hoy ,show_reminders
Cancelar mi recordatorio para enviar correo a Matt,cancel_reminder
Agregar un recordatorio para ir a cambiar el aceite,set_reminder
Qué recordatorios tengo para mañana?,show_reminders
Recuérdame sacar la basura esta noche ,set_reminder
Muestrame mis futuros recordatorios,show_reminders
Recuérdame recoger a mi hijo a las 5,set_reminder
Recuérdame mañana para el martes por la tarde terminar la lista de compras para ir de compras,set_reminder
Qué recordatorios tengo para hoy?,show_reminders
Recuérdame parar en la tienda después del trabajo ,set_reminder
Recuérdame para ver el especial de la Princesa Diana,set_reminder
Recuérdame para alquilar un lente mañana a las 9:42am,set_reminder
Recuérdame para hacer una cita con el doctor,set_reminder
Cancelar recordatorio para visitar al doctor el miércoles a las 1pm,cancel_reminder
Recuérdame ir al doctor ,set_reminder
Qué recordatorios tengo para mañana?,show_reminders
Muéstrame el recordatorio del cumpleaños de mi compañero ,show_reminders
Configurar a las 5pm recordatorio para recoger a Josie en la escuela,set_reminder
Recuérdame comprar pan ,set_reminder
Recuérdame comprar pan,set_reminder
Recuérdame que el paque tiene que ser entregado por UPS en la tarde ,set_reminder
Recuérdame comprar huevos cuando vaya a la tienda el viernes,set_reminder
Recuérdame la lista de equipaje para el viaje el día 14.,set_reminder
Cancelar todos mis recordatorios,cancel_reminder
Configurar un recordatorio para la cita con el veteriano a las 06:00pm,set_reminder
Recuérdame ir a la reunión de todos los días mañana a las 3 p.m.,set_reminder
Establecer recordatorio para comprar los útiles de la escuela ,set_reminder
Recuérdame ir a lavar el carro,set_reminder
Recuérdame llevar el libro a clases mañana ,set_reminder
Recuérdame que tengo una cita mañana ,set_reminder
Recuérdame que necesito más aceite de sésamo mañana ,set_reminder
Recuérdame sobre mi reunión con Dan el viernes a las 4pm,set_reminder
Por favor cancelar todos los recordatorios,cancel_reminder
Qué recordatorios tengo ahora mismo?,show_reminders
Cual es mi recordatorio para mañana?,show_reminders
Recuérdame parar y comprar la cena ,set_reminder
Eliminar todos los recordatorios,cancel_reminder
Qué recordatorio tengo?,show_reminders
Mostrar mis recordatorios,show_reminders
Es mi recordatorio establecido?,show_reminders
Recuérdame ir por peliculas el martes,set_reminder
Recuérdame comenzar el croclpot,set_reminder
Recuérdame ir a comprar comida el miércoles,set_reminder
Borrar recordatorios del fin de semana por 3 semana,cancel_reminder
Crear un recordatorio para comprar leche y huevo en la bodega ,set_reminder
Recuérdame comprar leche en la bodega esta noche ,set_reminder
Muestrame mis recordatorios,show_reminders
Recuérdame comprar la perrarina,set_reminder
Eliminar mi recordatorio para el doctor mañana,cancel_reminder
Cancelar mi recordatorio ir a la bodega esta noche por favor ,cancel_reminder
Envíame un recordatorio para comprar los útiles del colegio el domingo,set_reminder
Cancelar mis recordatorios,cancel_reminder
Mostrar los recordatorios del trabajo para hoy por favor ,show_reminders
Cancelar mi recordatorio para la reunión del sábado,cancel_reminder
Recuérdame en una hora verificar mi correo,set_reminder
Recuérdame ir en línea el 25 de agosto para obtener el horario escolar de mi hija.,set_reminder
Recuérdame comprar los alimentos ,set_reminder
Muéstrame todos los recordatorios ,show_reminders
Configurar un recordatorio acerca de recoger a su hija,set_reminder
Recuérdame recoger articulos personales de la tienda,set_reminder
Recuérdame ducharme a las 7 am ,set_reminder
Hay algún recordatorio preparado para hacer la cita en la peluquería?,show_reminders
Leer mi lista de recordatorios,show_reminders
Cancelar todos mis recordatorios de hoy ,cancel_reminder
Configurar un recordatorio para la cita del veterinario de Jake el jueves,set_reminder
Cancelar mi recordatorio para le 12 de septiembre,cancel_reminder
Cancelar todos los recordatorios únicamente para hoy ,cancel_reminder
Mostrar mi recordatorio ,show_reminders
Configurar recordatorio para mi cita con el doctor,set_reminder
Recuérdame enviar por correo el paquete,set_reminder
Recuérdame ordenar la entrega de grava,set_reminder
Recuérdame sobre la cita del doctor cuando llegue a casa ,set_reminder
Recuérdame ir por comida de perro mañana,set_reminder
Tengo algún recordatorio para hoy?,show_reminders
Recuérdame llevar al perro al veterinario a las 3 pm ,set_reminder
Agregar un recordatorio ,set_reminder
Cancelar el recordatorio para comprar leche,cancel_reminder
Recuérdame hacer más sofrito ,set_reminder
Recuérdame comprar cerveza mañana ,set_reminder
Cancelar todos los recordatorios,cancel_reminder
Configurar un recordatorio para mi cumpleaños,set_reminder
Recuérdame visitar al dentista el lunes en la mañana a las 7,set_reminder
Recuérdame sacar la basura esta noche a las 10 ,set_reminder
"Agregar un recordatorio para ver ""Power""",set_reminder
Establecer recordatorio para llamar a Lance para las 6 pm ,set_reminder
Recuérdame tomar mi control de la natalidad a las 11:00am,set_reminder
Cuáles son los recordatorios para la semana siguiente? ,show_reminders
Cuáles fueron mis recordatorios para esta mañana?,show_reminders
Configurar un recordatorio para la inmunizaciones a las 6pm de mañana,set_reminder
Recuérdame comprar huevos en la tienda esta noche,set_reminder
Recordatorio para recoger la limpieza en seco,set_reminder
Recuérdame tomar mis pastillas a las 7pm todos los días,set_reminder
Mostrar todos los recordatorios ,show_reminders
Recuérdame comprar un regalo de cumpleaños,set_reminder
Recuérdame comprar café en la bodega mañana por favor ,set_reminder
Programar un recordatorio una semana antes de mi aniversario ,set_reminder
Recuérdame parar en la oficinas de correos ,set_reminder
Abrir mis recordatorios por favor ,show_reminders
Recuérdame buscar qué tipo de ceral necesitan los niños en la tienda,set_reminder
Eliminar todos los recordatorios para esta semana,cancel_reminder
Muéstrame recordatorios recurrentes hoy ,show_reminders
Recuérdame sacar la basura los martes y viernes,set_reminder
Programar un recordatorio para ir al doctor mañana a las 10 am ,set_reminder
Agregar un recordatorio para comprar cebolla,set_reminder
Mostrar recordatorios en el topo del teléfono ,show_reminders
Programar un recordatorio para comprar leche en la vía a casa del trabajo,set_reminder
Recuérdame mirar The Bachelor ,set_reminder
Mostrar todos mis recordatorios actuales,show_reminders
Programar un recordatorio para ir a la tintoría ,set_reminder
Eliminar mi recordatorio para hacer la cita del cabello a las 2,cancel_reminder
Recuérdame tomar mis pastillas a las 9 pm por 10 días ,set_reminder
Ver Recordatorio ,show_reminders
Configurar el recordatorio 20 minutos más temprano de la alarma,set_reminder
Programar recordatorio para comprar vitaminas a las 9 pm ,set_reminder
Recuérdame ir a la cita del doctor mañana a las 7 am,set_reminder
Recuérdame ir por comida de perro en la mañana,set_reminder
Configurar un recordatorio para la tarde del miércoles,set_reminder
Cancelar mi recordatorio para llamar a la oficina ,cancel_reminder
Recuérdame que tengo que recoger al perro hoy ,set_reminder
Recuérdame agregar pan a mi lista de compra,set_reminder
Mostrar mis recordatorios,show_reminders
Recuérdame comprar más papel de copia ,set_reminder
Hacer un recordatorio para regar las plantas una vez a la semana ,set_reminder
Recuérdame comprar shampoo en la tienda,set_reminder
Recuérdame ir al centro comercial mañana ,set_reminder
Cancelar todos los recordatorios programados para hoy,cancel_reminder
Establecer recordatorio de programación ,set_reminder
Mostrar todos los recordatorios para hoy,show_reminders
Por favor recuérdame ir por café al supermercado en la vía a casa,set_reminder
Necesito un recordatorio para ir al dentista el jueves de la próxima semana ,set_reminder
Recuérdame tomar mis medicamentos en la mañana,set_reminder
Cancelar mi recordatorio para comprar flores en la vía a la casa,cancel_reminder
Configurar un recordatorio mensual para llamar a mi abuela,set_reminder
Borrar mi recordatorio de comprar cupcakes el viernes ,cancel_reminder
Recuérdame comprar leche después de la escuela hoy ,set_reminder
Cancelar mi recordatorio para ir por helados,cancel_reminder
Recuérdame programar la alarma,set_reminder
Establecer un recordatorio para recoger las prescripciones mañana a las 7pm ,set_reminder
Muestrame el recordatorio que establecí más temprano,show_reminders
Establecer un recordatorio para registrar mi vuelo en línea ,set_reminder
Mostrar mi recordatorio del concierto,show_reminders
Cancelar recordatorio para ir al gimnasio ,cancel_reminder
Muéstrame todos los recordatorios para el mes que viene ,show_reminders
Cancelar recordatorio para llamar por teléfono a mamá,cancel_reminder
Mostrar todos los recordatorios ,show_reminders
Muéstrame los recordatorios de mañana ,show_reminders
Léeme todos los recordatorios.,show_reminders
Me recordarás acerca de la cita de mi médico mañana?,set_reminder
Recuérdame recoger leche cuando esté en la tienda,set_reminder
Tienes algún recordatorio para mi?,show_reminders
Configurar recordatorio para el patio de agua de esta tarde,set_reminder
Recuérdame una hora antes mi cita de neurología ,set_reminder
Recuérdame escribirle a papá,set_reminder
Por favor dime todos mis recordatorios,show_reminders
Eliminar el recordatorio para comprar entradas,cancel_reminder
Quiero cancelar mi recordatorio para limpiar el garage el sábado ,cancel_reminder
Recuérdame afeitarme antes de irme mañana,set_reminder
"Recuérdame la cita del dentista el lunes, 9 am",set_reminder
Recuérdame configurar una cita,set_reminder
Configurar diariamente recordatorio para ir al gimnasio a las 3pm,set_reminder
Borrar recordatorio para comprar pan ,cancel_reminder
Configurar recordatorio para el trabajo,set_reminder
Recuérdame comprar huevos esta noche en la tienda,set_reminder
Recuérdame cancelar la cita ,set_reminder
Muéstrame un recordatorio para mañana ,show_reminders
Recuérdame comprar soda ,set_reminder
Recuérdame llamar al dentista el martes a las 01:30pm,set_reminder
Cancelar el último recordatorio,cancel_reminder
Borrar recordatorio ,cancel_reminder
Recuérdame recoger a Junior a las 3pm,set_reminder
Cancelar mi recordatorio para comprar alimentos,cancel_reminder
Apagar todos los recordatorios hoy ,cancel_reminder
Cuál es mi próximo recordatorio?,show_reminders
Qué recordatorio tengo mi calendario hoy?,show_reminders
Recuérdame alimentar el gato de mi mamá la próxima semana,set_reminder
"Cancelar mi recordatorio ""Tienda libre de impuestos para Kenzo"" para el aeropuerto O'hare",cancel_reminder
Configurar un recordatorio para cancelar mi suscripción de Netflix mañana a las 7pm,set_reminder
Cancelar mi recordatorio a las 7:00 ,cancel_reminder
Cancelar mi recordatorio para la cena esta noche,cancel_reminder
Apagar mis recordatorios por el día ,cancel_reminder
Recuérdame llamar al dentista a las 7:00 pm el 12 de Agosto ,set_reminder
Recuérdame apuntar la cena en el calendario,set_reminder
Hacer un recordatorio para el día 14 de Agosto ,set_reminder
Necesito recoger pan recuérdame,set_reminder
Mostrar los próximos recordatorios ,show_reminders
Recuérdame para ir a la gasolinera a las 6pm por gas,set_reminder
Recuérdame llamar a mi hermana el sábado a las 10 am ,set_reminder
Cancelar todos los recordatorios,cancel_reminder
Cancelar mi recordatorio de comprar leche en la bodega ,cancel_reminder
Recuérdame cuando llegue a casa para cambiar la ropa,set_reminder
Recuérdame llamar al trabajo a las 9 am ,set_reminder
Recuérdame hacer el reciclaje,set_reminder
Necesito un recordatorio para llevar mi almuerzo mañana a las 9 am ,set_reminder
Recuérdame mi almuerzo el miércoles,set_reminder
Recuérdame comprar huevos hoy ,set_reminder
Recuérdame que necesito crema de afeitar cuando esté de compras,set_reminder
Recuérdame darle a mi equipo los archivos mañana ,set_reminder
Recuérdame ir al trabajo mañana ,set_reminder
Agregar recordatorio para recoger Ava a las 5:30 mañana,set_reminder
Cancelar recordatorio de fecha de juego ,cancel_reminder
Recuérdame el lunes para ir a la bodega después del trabajo,set_reminder
Recuérdame sobre mi aniversario ,set_reminder
Recuérdame que recoja ropa de Johns de los limpiadores,set_reminder
Muéstrame mis últimos recordatorios ,show_reminders
Cancelar mi recordatorio para comprar huevos,cancel_reminder
Recordatorio de Karate el martes a las 5 pm ,set_reminder
Programar recordatorio para sacar la basura el jueves,set_reminder
Configurar recordatorio para cepillarme los dientes antes de ir a la cama,set_reminder
Recuérdame que obtenga ollas y sartenes hoy,set_reminder
Recuérdame de comprar un regalo de cumpleaños hoy,set_reminder
Muéstrame todos los recordatorios,show_reminders
Muestrame todos los recordatorios para hoy,show_reminders
Mostrar todos los recordatorios,show_reminders
Muéstrame mis recordatorios de mañana ,show_reminders
Cancelar mi recordatorio para Dan,cancel_reminder
Recuérdame consultar con mi manager mañana ,set_reminder
"Recuérdame mi lista de ""Embalaje para viaje"" el día 14",set_reminder
Recuérdame limpiar la caja de arena todos los días,set_reminder
Recuérdame recoger a mi amigo del aeropuerto a las 5pm,set_reminder
Establecer recordatorio para mi reunión ,set_reminder
Agregar recordatorio para cocinar al aire libre este fin de semana ,set_reminder
Recuérdame comprar zapatos de tenis mañana,set_reminder
Cancelar todos los recordatorios de mañana ,cancel_reminder
Borrar todos los recordatorios ,cancel_reminder
Eliminar recordatorio para ir a comprar huevos,cancel_reminder
Recuérdame alimentar el perro a las 9am,set_reminder
Programar un recordatorio para comprar un regalo a la abuela de cumpleaños ,set_reminder
Qué recordatorio tengo para mañana?,show_reminders
Recuérdame comprar sopa en la bodega ,set_reminder
Cuál es mi último recordatorio?,show_reminders
Recuérdame recoger a papá,set_reminder
Recuérdame comprar crema ligera en Shop Rite esta noche.,set_reminder
Recuédame hacer la cita del doctor el mes que viene ,set_reminder
Cancelar mis recordatorios para hoy,cancel_reminder
Establecer recordatorio de 15 minutos a 12 minutos que diga que hay una reunión a las 12:15,set_reminder
Recuérdame llamar a mi seguro esta noche.,set_reminder
Hay algún recordatorio programado para hoy?,show_reminders
Recuérdame comprar helado después de las 9pm esta noche,set_reminder
Recuérdame sacar la basura hoy ,set_reminder
Recuérdame comprar huevos ,set_reminder
Recuérdame comprar estampillas ,set_reminder
Recuérdame ir al banco?,set_reminder
Recuérdame cocinar un pastel el sábado,set_reminder
Cuál es mi último recordatorio de hoy?,show_reminders
Recuérdame ir por leche,set_reminder
Necesito un recordatorio esta noche a las 6,set_reminder
Recuérdame comprar leche en la tienda ,set_reminder
Borrar mi último recordatorio ,cancel_reminder
Recuérdame todos los días tomar pastillas,set_reminder
Visualizar todos los recordatorios,show_reminders
Recuérdame recoger el lavado en seco,set_reminder
Borrar el recordatorio de llamar a John ,cancel_reminder
Recuérdame ordenar pizza mañana en la noche,set_reminder
Recuérdame ir a la tienda hoy más tarde ,set_reminder
Programar recordatorio para el martes a la 1:30 pm ,set_reminder
Recuérdame alimentar los perros en la mañana,set_reminder
Configurar un recordatorio para cada otro domingo al mediodía,set_reminder
Recuérdame llamar a mamá ,set_reminder
Cancelar todos mis recordatorios del día ,cancel_reminder
Recuérdame cancelar mi suscripción la próxima semana ,set_reminder
Recuérdame comprar manzanas en la bodega a las 7 pm ,set_reminder
Borrar recordatorio de cambiar el filtro del aire ,cancel_reminder
Programar un recordatorio tres días antes del concierto con Johnna,set_reminder
Recuérdame recoger a Fran en el aeropuerto esta noche a las 9 pm ,set_reminder
Enviar recordatorio 20 minutos antes de la cita de mañana ,set_reminder
Recuérdame programar el temporizador tan pronto llegué a la casa de mi mamá,set_reminder
Cancelar todos los recordatorios del martes ,cancel_reminder
Recuérdame ir a la tienda ,set_reminder
Cancelar todos los recordatorios ,cancel_reminder
Cancelar las recordatorio de las reservaciones de la cena ,cancel_reminder
Recuérdame comprar flores para el aniversario de mis padres ,set_reminder
Qué recordatorios tengo hoy?,show_reminders
Cancelar todos mis recordatorios de hoy ,cancel_reminder
Programar un recordatorio de 1 hora ,set_reminder
Recuérdame que guarde la comida de gato ,set_reminder
Recuérdame comprar un limpiaparabrisas en Walmart mañana,set_reminder
Cancelar todos mis recordatorios por 3 días ,cancel_reminder
Muéstrame todos mis recordatorios ,show_reminders
Recuérdame sacar la basura ,set_reminder
Recuérdame hacer una dicta en el oftalmógogo,set_reminder
Recuérdame pasear al perro al medio día,set_reminder
Programar un recordatorio para borrador de mi artículo en inglés el próximo martes.,set_reminder
Cancela mi recordatorio ,cancel_reminder
Recuérdame llamar a mi hermana el miércoles ,set_reminder
Muestra mis recordatorios ,show_reminders
Recuérdame cancelar la cita del doctor del lunes ,set_reminder
Recuérdame ordenar alimentos mañana ,set_reminder
Recuérdame limpiar la casa mañana ,set_reminder
Recuérdame pagar la factura del agua esta noche ,set_reminder
Recuérdame recoger mis lentes ,set_reminder
Borrar todos los recordatorios ,cancel_reminder
Muéstrame todos mis recordatorios de esta semana ,show_reminders
Borrar todos los recordatorios ,cancel_reminder
Recuérdame para por bebidas con tiffani,set_reminder
Cancelar mis recordatorios ,cancel_reminder
Recuérdame lavar la ropa ,set_reminder
Qué recordatorios tengo hoy?,show_reminders
Tengo algún recordatorio programado para esta semana?,show_reminders
Programar un recordatorio para grabar gran hermano el próximo miércoles ,set_reminder
Recuérdame llamar a mi mamá a las 8 pm ,set_reminder
Recuérdame archivar los impuestos ,set_reminder
Recuérdame llamar a papá en su cumpleaños ,set_reminder
Recuérdame iniciar la olla eléctrica a las 7 am,set_reminder
Cancelar mi recordatorio de visitar al dentista,cancel_reminder
Ya hice un recordatorio para el juego del sábado?,show_reminders
Recuérdame visitar al psiquiatra a las 9,set_reminder
Recuérdame comprar bolsas para la basura ,set_reminder
Borrar todos los recordatorios ,cancel_reminder
Mostrar mi recordatorio ,show_reminders
Recuérdame pagar el seguro mañana ,set_reminder
Cancelar mi último recordatorio ,cancel_reminder
Programar recordatorio en 15 minutos para el horno ,set_reminder
Recuérdame recoger la prescripción ,set_reminder
Recuérdame hacer ejercicio a las 6 pm ,set_reminder
Programar un recordatorio para alimentar al gato de Cooper esta semana ,set_reminder
Recuérdame programar la cita del doctor mañana ,set_reminder
Programar recordatorio para recoger los libros de la biblioteca ,set_reminder
RECUÉRDAME PASAR POR EL BANCO MAÑANA EN LA MAÑANA ,set_reminder
Mostrar todos los recordatorios de esta semana ,show_reminders
Programar un recordatorio para comprar leche ,set_reminder
Programar un recordatorio a las 9 pm ,set_reminder
Recuérdame llamar al dr hoy ,set_reminder
Descartar recordatorio ,cancel_reminder
Cancelar cualquier recordatorio ,cancel_reminder
Cancelar mi recordatorio de ir al colegio ,cancel_reminder
Programar recordatorio para el grupo de juego el martes ,set_reminder
Recuérdame comprar gas cuando mi tanque casi vacío ,set_reminder
Cancelar mi recordatorio para comprar un agua en la bodega ,cancel_reminder
Cancelar todos mis recordatorios ,cancel_reminder
Recuérdame llevar a Tyler a la parada del bus el lunes a las 6 am ,set_reminder
Recuérdame amasar la masa en 11 horas ,set_reminder
Muéstrame todos los recordatorios de esta semana ,show_reminders
Recuérdame comprar la comida del perro hoy ,set_reminder
Recuérdame comprar manzanas en la bodega ,set_reminder
Recuérdame tomar la medicina cada noche a las 9 pm ,set_reminder
Recordatorio para enviar invitaciones antes el viernes a las 3 pm ,set_reminder
Cancelar todos los recordatorios por favor ,cancel_reminder
Cancelar todos mis recordatorios para mañana ,cancel_reminder
Recuérdame encender la estufa esta noche a las 7:45 ,set_reminder
Recuédame del trabajo ,set_reminder
Cuál es mi próximo recordatorio?,show_reminders
Recuérdame programar las alarmas ,set_reminder
Borrar todos los recordatorios ,cancel_reminder
Mostrar recordatorio del sábado,show_reminders
Poner un recordatorio para darle la ducha al bebé a las 6 pm ,set_reminder
Mostrar mis recordatorios ,show_reminders
"Recuérdame visitar la tienda de libros el próximo jueves, a las 8 pm ",set_reminder
Recuérdame comprar útiles escolares el miércoles ,set_reminder
Recuérdame comprar queso en la bodega mañana ,set_reminder
Recuérdame recoger a las niños de la escuela a las 3,set_reminder
Recuérdame recoger mi ropa de la lavandería después del trabajo hoy ,set_reminder
Establecer un recordatorio para ir a la tintorería mañana ,set_reminder
Recuérdame sobre mi cita del doctor el viernes ,set_reminder
Recuérdame llamar a mi trabajo mañana ,set_reminder
Recuérame sobre el Open House el jueves a las 6 PM,set_reminder
Recuérdame ir al veterinario esta noche temprano ,set_reminder
Recuérdame cancelar mi orden ,set_reminder
Recuérdame comprar leche hoy ,set_reminder
Recuérdame llamar al pediatra esta noche ,set_reminder
Cancelar todos los recordatorios mañana ,cancel_reminder
Recuérdame grabar Game of Thrones el domingo a las 10 pm,set_reminder
Cancelar todos los recordatorios de hoy ,cancel_reminder
Recuérdame comprar un pastel el lunes ,set_reminder
Programar una alarma de recordatorio para las 2 pm ,set_reminder
Recordatorios de hoy?,show_reminders
Recuérdame ir a la oficina de correos,set_reminder
Recuérdame tuitear sobre mi actividad de soccer en una hora ,set_reminder
Recuérdame que busque carne molida en la bodega ,set_reminder
Recuérdame recoger la ropa de la tintorería antes que cierren ,set_reminder
Establecer recordatorio para comprar la comida del perro esta noche a las 5.,set_reminder
Programar un recordatorio adicional para salir al aeropuerto temprano ,set_reminder
Necesito que me recuerden mi fecha límite,set_reminder
Mostrar mi recordatorio ,show_reminders
Muéstrame todos mis recordatorios hoy ,show_reminders
Borrar mi recordatorio de ir al juego ,cancel_reminder
Cancelar todos los recordatorio hasta el jueves,cancel_reminder
Mostrar todos los recordatorios ,show_reminders
Configurar recordatorio para el domingo ,set_reminder
Hay algún recordatorio para mi?,show_reminders
Cancelar todos los recordatorios de hoy ,cancel_reminder
Cancelar el recordatorio actual de las vitaminas,cancel_reminder
Configurar un recordatorio para cambiar el filtro en 3 meses,set_reminder
Establecer recordatorio para comprar pan mañana ,set_reminder
Cancelar recordatorio para comprar papel toilet,cancel_reminder
Recuérdame ordenar nuevos contactos en Diciembre,set_reminder
Cuántos recordatorios tengo configurados?,show_reminders
Recuérdame para llamar al doctor,set_reminder
Recuérdame pagar la cuenta del teléfono celular en cinco días,set_reminder
Recuérdame firmar el permiso,set_reminder
Cancelar recordatorio de la cena,cancel_reminder
Recuérdame parar en la tienda esta noche camino a casa ,set_reminder
Cancelar mi recordatorio para comprar leche en la tienda esta noche,cancel_reminder
Recuérdame llamar a papá en su cumpleaños ,set_reminder
Cancelar todos los recordatorios de la fiesta ,cancel_reminder
Recuérdame devolver los libros de la biblioteca el miércoles,set_reminder
Muéstrame recordatorio de los eventos de mañana ,show_reminders
Qué recordatorios tengo próximos?,show_reminders
"Configura el recordatorio llamado ""recoger a los niños"" para las 5 esta noche",set_reminder
Tengo algún recordatorio configurado para mañana?,show_reminders
Recuérdame sobre mi cita con el doctor el jueves,set_reminder
Asegúrate de recordarme sobre el cumpleaños de papá el viernes ,set_reminder
Cuáles son mis recordatorios?,show_reminders
Recuérdame comprar leche para hoy,set_reminder
Finalizado mi recordatorio eliminarlo por favor ,cancel_reminder
Recuérdame pagar las facturas mañana ,set_reminder
Recuérdame tomar mi medicamento todos los días a las 4 pm ,set_reminder
Dime mis recordatorios,show_reminders
Recuérdame cuando es tiempo de irme de la escuela ,set_reminder
Recuérdame del pago adeudado con el automóvil,set_reminder
Recuérdame recoger a los niños a las 02:00 pm el miércoles,set_reminder
Recuérdame sobre mi cita del carro el sábado en la mañana ,set_reminder
Recuérdame que el espectáculo de Intervención llega esta noche a las 08:00 pm,set_reminder
Muéstrame mis recordatorios para este fin de semana,show_reminders
Eliminar recordatorio sobre rentar una película,cancel_reminder
Cuántos recordatorios tengo configurados esta semana?,show_reminders
Encender recordatorios semanalmente,set_reminder
Recuérdame cada 10 de mes para pagar la el teléfono celular,set_reminder
Recuérdame visitar al dr mañana a las 9 am.,set_reminder
Recuérdame en 15 minutos llamar a mi esposa,set_reminder
Cuáles son mis recordatorios para hoy ,show_reminders
Crear un recordatorio para la cita en el veterinario del perro ,set_reminder
Qué recordatorios tengo hoy?,show_reminders
Recuérdame pagar mis facturas online,set_reminder
Cuáles son mis recordatorios para hoy?,show_reminders
Recuérdame enviar un correo,set_reminder
Enviarme un recordatorio para ir a comprar alimentos,set_reminder
Recuérdame limpiar mi habitación esta noche ,set_reminder
Cancelar mi recordatorio de las 5:00 pm ,cancel_reminder
Recuérdame recoger a Julie de danza a las 8,set_reminder
Puedes mostrarme mis recordatorios?,show_reminders
Mostrar mi lista de recordatorios,show_reminders
Recuérdame sobre la cita del dentista el próximo lunes a las 8,set_reminder
Cancelar recordatorio para hoy,cancel_reminder
Mostrar todos los recordatorios para mañana,show_reminders
Recuérdame que envíe mi tarea al mediodía del jueves,set_reminder
Establecer recordatorio para recogerlos de la escuela mañana temprano,set_reminder
Borrar todos los recordatorios ,cancel_reminder
Mostrar todos los recordatorios ,show_reminders
Cancelar todos los recordatorios,cancel_reminder
Mostrar mis recordatorios por favor ,show_reminders
Recuérdame ir a mi cita del dentista mañana ,set_reminder
Mostrar mis recordatorios ,show_reminders
Cancelar mi recordatorio de la cita con el odontólogo,cancel_reminder
Establecer recordatorio para llamar a Katrina al medio día ,set_reminder
Recuérdame que me asegure de que el apartamento permita mascotas.,set_reminder
Recuérdame empezar la cena a las 4:30 ,set_reminder
Recuérdame para comprar Kiwi mañana,set_reminder
Mostrar todos mis recordatorios para esta semana ,show_reminders
Recuérdame programar un cita con el Dr,set_reminder
Recuérdame llamar a mi abuela,set_reminder
